Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS Version,ADAS/ADS Version - Unknown,ADAS/ADS Version CBI,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude  - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,system_type
540-2926,1,"General Motors, LLC",Monthly,4.0,2022.0,MAY-2022,5G21A6P0XL4, ,,Cruise,AV, ,2020.0, ,80d271b9f0d3d5c,38937.0, ,Remote (Commercial / Test),,Y, ,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,APR-2022, ,APR-2022,23:21, ,bfe1f6e953a7063,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Changing Lanes,No,No, , , , , , , ,Y,Y, , ,Proceeding Straight,No,No,No Passengers in Vehicle,22.0, , ,Y, , , , , , , , , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"Unknown, see Narrative", ,"On May [XXX], 2022 GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (GM) manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI; GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: 30412-2886-1)", ,ADS
540-2927,1,"General Motors, LLC",Monthly,4.0,2022.0,MAY-2022,5G21A6P02N4, ,,Cruise,AV, ,2022.0, ,e380a71d5a2e209,2561.0, ,In-Vehicle and Remote (Commercial / Test),,Y, ,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,APR-2022, ,APR-2022,00:13, ,7b3835d9afdf5e9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,"Other, see Narrative",No,No,Yes,1.0, ,Y, , ,Y, , ,Y, , , , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"Unknown, see Narrative", ,"On May [XXX], 2022 GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (GM) manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: 30412-2887-1)", ,ADS
540-2928,1,"General Motors, LLC",Monthly,4.0,2022.0,MAY-2022,5G21A6P05L4, ,,Cruise,AV, ,2020.0, ,4ede896caa0dd6e,36078.0, ,Remote (Commercial / Test),,Y, ,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,APR-2022, ,APR-2022,03:35, ,2d91b0082b762ab,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,No,No, , , , , ,Y, , ,Y, , ,"Other, see Narrative",No,No,No Passengers in Vehicle,2.0, ,Y, , ,Y, , , , , , , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"Unknown, see Narrative", ,"On May [XXX], 2022 GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (GM) manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: 30412-2888-1)", ,ADS
540-2907,1,"General Motors, LLC",Monthly,4.0,2022.0,MAY-2022,5G21A6P01L4, ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Cruise,AV, ,2020.0, ,4306ea5c865ff73,39165.0, ,Remote (Commercial / Test),,Y, ,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,APR-2022, ,APR-2022,00:43, ,a773c7629437fd1,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Making Left Turn,No,No,Y,Y, , , , , , , , , ,Proceeding Straight,No,No,No Passengers in Vehicle,5.0, , , , , , , , ,Y,Y, , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"Unknown, see Narrative", ,"On May [XXX], 2022 GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order"").?General Motors LLC (GM) manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI; GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: 30412-2884-1)", ,ADS
540-2925,1,"General Motors, LLC",Monthly,4.0,2022.0,MAY-2022,5G21A6P03L4, ,,Cruise,AV, ,2020.0, ,32757d7928fd658,42620.0, ,Remote (Commercial / Test),,Y, ,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,APR-2022, ,APR-2022,01:55, ,059363eb92eeb8d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,Work Zone,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Making Right Turn,No,No, , , , , ,Y, , , , , ,"Other, see Narrative",No,No,No Passengers in Vehicle,0.0, , , , , , , ,Y, , , , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"Unknown, see Narrative", ,"On May [XXX], 2022 GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (GM) manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: 30412-2885-1)", ,ADS
10003-2932,1,"Navistar, Inc.",Monthly,5.0,2022.0,MAY-2022,3HSDZAPR9NN, ,,International,LT, ,2022.0, ,6b21a70177dcc64,56429.0, ,Consumer,Bendix Lane Keep assist, , ,Yes,"Unknown, see Narrative",, , , , , , , ,Y,Western Express,NOV-2021, ,APR-2022,19:57, ,d7397a577eefe45,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Maxatawny Township, ,PA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Not Lighted, , , , , , ,Y, ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Proceeding Straight,No,Yes,Yes,,Y, , , , , ,Y, , , , , , , , , , , , ,Y,Yes,PA State Police, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"Unknown, see Narrative", ,"This vehicle is equipped with Lane Keep Assist feature. The posted speed limit the subject vehicle was operating at time of incident is 25 MPH and the Lane Keep Assist Feature cannot be activated at speeds below 37 MPH. This crash occurred as unit 1 was going North on [XXX] in Maxatawny Township, Berks County. Unit 1 then went off the right side of the roadway and struck a house. Unit 1 was towed from the scene. Operator 1 and homeowner were transported to nearby local hospital to be treated for minor injuries.", ,ADS
30412-2888,1,Cruise LLC,Monthly,4.0,2022.0,MAY-2022,5G21A6P05L4, ,,Cruise,AV, ,2020.0, ,4ede896caa0dd6e,36078.0, ,Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,APR-2022, ,APR-2022,03:35, ,2d91b0082b762ab,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , , , , ,Y, , ,Y, , ,"Other, see Narrative",No,No,No Passengers in Vehicle,2.0, ,Y, , ,Y, , , , , , , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling northbound on [XXX] toward the intersection with [XXX]. The Cruise AV began to brake for the stop sign on [XXX] at the intersection with [XXX] when a white BMW traveling behind the Cruise AV made contact with the rear driver side bumper of the Cruise AV, damaging the Cruise AV's rear fascia. The driver of the other vehicle left the scene without exchanging information. There were no injuries and a police report was later filed. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS
30412-2887,1,Cruise LLC,Monthly,4.0,2022.0,MAY-2022,5G21A6P02N4, ,,Cruise,AV, ,2022.0, ,e380a71d5a2e209,2561.0, ,In-Vehicle and Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y,Y, , ,,APR-2022, ,APR-2022,00:13, ,7b3835d9afdf5e9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,"Other, see Narrative",No,No,Yes,1.0, ,Y, , ,Y, , ,Y, , , , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was traveling southbound on [XXX] toward the intersection with [XXX]. As it approached the intersection, the Cruise AV began to brake in response to a red light when a Honda Civic traveling behind the Cruise AV made contact with the rear bumper of the Cruise AV, damaging the Cruise AV's rear fascia and rear right sensor. The driver of the other vehicle left the scene without exchanging information. There were no injuries and a police report was later filed. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS
30412-2886,1,Cruise LLC,Monthly,4.0,2022.0,MAY-2022,5G21A6P0XL4, ,,Cruise,AV, ,2020.0, ,80d271b9f0d3d5c,38937.0, ,Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,APR-2022, ,APR-2022,23:21, ,bfe1f6e953a7063,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Changing Lanes,No,No, , , , , , , ,Y,Y, , ,Proceeding Straight,No,No,No Passengers in Vehicle,22.0, ,Y,Y, , , , , , , , , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling in the rightmost lane on westbound [XXX] between [XXX] and [XXX]. A white Lexus traveling in the middle lane of westbound [XXX] alongside the Cruise AV attempted to change into the rightmost lane in which the Cruise AV was traveling. Shortly thereafter, the white Lexus made contact with the left rear door of the Cruise AV, damaging the Cruise AV's left rear door. The driver of the other vehicle left the scene without exchanging information. There were no injuries and a police report was later filed. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS
30412-2885,1,Cruise LLC,Monthly,4.0,2022.0,MAY-2022,5G21A6P03L4, ,,Cruise,AV, ,2020.0, ,32757d7928fd658,42620.0, ,Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,APR-2022, ,APR-2022,01:55, ,059363eb92eeb8d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,Work Zone,25.0, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Making Right Turn,No,No, , , , , ,Y, , , , , ,"Other, see Narrative",No,No,No Passengers in Vehicle,0.0, , , , , , , ,Y, , , , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was stopped at a red light on northbound [XXX] at the intersection with [XXX]. The Cruise AV entered the intersection on a green light and continued straight through the intersection before braking and coming to a complete stop near the end of the intersection. At the same time, a Toyota Sedan on westbound [XXX] began was making an unprotected right turn on a red light onto northbound [XXX] behind the Cruise AV. Shortly thereafter, the Toyota Sedan rear-ended the Cruise AV and made contact with the Cruise AV's rear bumper, damaging the rear right bumper. The driver of the other vehicle left the scene without exchanging information. There were no injuries and a police report was later filed. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS
30412-2884,1,Cruise LLC,Monthly,4.0,2022.0,MAY-2022,5G21A6P01L4, ,,Cruise,AV, ,2020.0, ,4306ea5c865ff73,39165.0, ,Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,APR-2022, ,APR-2022,00:43, ,a773c7629437fd1,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25.0, ,Dark - Lighted,Y, , , , , , , ,,SUV,No Injuries Reported,Yes,Making Left Turn,No,No,Y,Y, , , , , , , , , ,Proceeding Straight,No,No,No Passengers in Vehicle,5.0, , , , , , , , ,Y,Y, , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on [XXX] toward the intersection with [XXX]. The Cruise AV was traveling in the leftmost lane of three lanes of traffic. As the Cruise AV approached the intersection on a green light, a red SUV traveling in the same direction eastbound on [XXX] remained stopped in the middle lane at the intersection with [XXX]. As the Cruise AV began to enter the intersection, the red SUV made a prohibited left turn onto [XXX] from the middle lane on [XXX], across both the left lane in which the Cruise AV was traveling and a lefthand turn lane. The Cruise AV braked to avoid the SUV turning into its lane and, shortly thereafter, the red SUV made contact with the Cruise AV, damaging the passenger side fender and front facia of the Cruise AV. The driver of the red SUV left the scene without exchanging information. There were no injuries and Cruise filed a police report. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y,ADS
30531-2902,1,Transdev Alternative Services,1-Day,,,MAY-2022,1XPBD49X6ND, ,,Peterbilt,579 Epiq, ,2022.0, ,c59cc1317356bf4,58117.0, ,In-Vehicle (Commercial / Test),,Y, ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2022, ,MAY-2022,15:11, ,469cd8d228115fc,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Ennis, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65.0, ,Daylight,Y, , , , , , , ,,Heavy Truck,Moderate,Yes,Changing Lanes,No,No, , , , , , ,Y, , , , ,Proceeding Straight,No,Yes,Yes,62.0, , , ,Y, , , , , , , , , , ,Y, ,Y,Y, , ,Yes,Ennis Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,"Unknown, see Narrative", ,"On May [XXX], 2022 at 3:11 PM PST a Waymo Autonomous Vehicle (Waymo AV) Peterbilt Class 8 semi-truck and trailer, operating in Ennis, Texas was in a collision involving a Class 8 semi-truck and trailer on northbound Interstate [XXX] near [XXX]. 
The Waymo AV was traveling in autonomous mode in the rightmost lane on Interstate [XXX] when a Class 8 semi-truck and trailer began to pass it in the adjacent left lane. Before the adjacent Class 8 semi-truck and trailer had fully passed the Waymo AV, it executed a right lane change and its trailer (the right side, rear section) entered the lane in which the Waymo AV was traveling and made contact with the driver side of the Waymo AV cab. The Waymo AV transitioned to manual mode and the test driver took control. The Waymo AV exited the roadway to the right shoulder of the road and came to a stop off of the roadway. At the time of the impact, the Waymo AV's ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained moderate damage and the third-party Class 8 semi-truck and trailer did not stop to exchange information. The Waymo AV test driver was transported for medical care and the Waymo AV software operator, seated in the passenger seat, later sought medical attention. 
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved in the crash was transported from the scene to a hospital for medical treatment and a vehicle involved was towed away. Transdev may supplement or correct its reporting with additional information as it may become available. 
This report is identical to WaymoLLC-202205[XXX]-0 (rev.202205[XXX]203622)", ,ADS
